ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Human Sacrifice,0,0,0,0
A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Terrorism /Naxalism / Extremism,0,0,0,0
A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Political Reasons,0,0,0,0
A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Adultery,0,0,0,0
A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Property Disputes,0,0,0,0
A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Electoral Gain,0,0,0,0
A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Gang Rivalry,0,0,0,0
A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Love Intrigue,0,0,0,0
A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Professional ,0,0,0,0
A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Sudden Quarrel,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),1,1,1,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Gain,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Over Civil Dispute,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Personal Vendetta or enemity,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Sexual jealousy,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Dowry,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Communalism,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Casteism,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Witch Craft (Sorcery),0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Human Sacrifice,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Terrorism /Naxalism / Extremism,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Political Reasons,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Adultery,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Property Disputes,1,0,1,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Electoral Gain,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Gang Rivalry,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Love Intrigue,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Professional ,0,0,0,0
A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Sudden Quarrel,0,0,0,0
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Custodial Rape,0,0,0,0
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Attempt to Commit,0,3,0,0
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By a Gang,2,0,1,1
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Parents,0,0,0,0
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Hospital Staff,0,0,0,0
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Husband During Sepearation,1,0,0,1
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Neighbours,7,2,3,4
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Relatives,13,3,7,6
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",In Jail Custody,0,0,0,0
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",In Remand Home,0,0,0,0
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",InCest,0,0,0,0
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Known Person,39,23,23,16
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Unknown Person,2,1,1,1
A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",On Minor,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Missing - Boy,83,78,43,40
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Missing - Girl,312,115,143,169
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Children,3,0,2,1
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Cildren for Begging,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Women,3,1,0,3
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Girls for Immoral Purpose,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of  Others,8,3,5,3
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - For Prostitution,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - Importring of Girl,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - For other Purpose,5,3,3,2
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Espionage,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Intent to Steal From Child,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Murder (Homicide),1,0,0,1
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Obtain Signature Forcibly,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Recovering Loan,1,0,0,1
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Settling any Disputes,2,1,2,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Unnatural Lust / Illicit Intercourse,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Wrongful Confinement,4,0,1,3
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Exporting,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",From Lawful Guardianship,1,0,0,1
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Camel Racing Etc.,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",To Compel For Marriage,6,3,2,4
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Slavery,0,0,0,0
A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Stealing From its Person,0,0,0,0
A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At ATM,0,1,0,0
A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At Residential Premises,5,2,3,2
A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),On Highways,3,4,2,1
A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),In Trains,0,0,0,0
A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At Banks,0,0,0,0
A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At Commercial Places / Establishments,2,0,1,1
A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),On Other Roads,8,1,3,5
A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),In Other Places,7,6,4,3
A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),River & Sea,0,0,0,0
A - IPC Crime,Robbery (Sec.392 to 394 IPC),At ATM,0,0,0,0
A - IPC Crime,Robbery (Sec.392 to 394 IPC),At Residential Premises,26,9,12,14
A - IPC Crime,Robbery (Sec.392 to 394 IPC),On Highways,21,14,8,13
A - IPC Crime,Robbery (Sec.392 to 394 IPC),In Trains,6,4,0,6
A - IPC Crime,Robbery (Sec.392 to 394 IPC),At Banks,0,0,0,0
A - IPC Crime,Robbery (Sec.392 to 394 IPC),At Commercial Places / Establishments,20,5,9,11
A - IPC Crime,Robbery (Sec.392 to 394 IPC),In Other Places,120,48,64,56
A - IPC Crime,Robbery (Sec.392 to 394 IPC),Chain Snatching,132,57,48,84
A - IPC Crime,Robbery (Sec.392 to 394 IPC),Attempt to Commit,10,5,4,6
A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Residential Premises,380,227,198,182
A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",On Highways,0,0,0,0
A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Trains,0,0,0,0
A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Banks,6,4,4,2
A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Commercial Places / Establishments,116,36,63,53
A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Other Places,100,51,45,55
A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",Temple Theft,67,26,35,32
A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Residential Premises,122,99,62,60
A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",On Highways,0,0,0,0
A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Trains,0,0,0,0
A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Banks,0,0,0,0
A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Commercial Places / Establishments,6,3,4,2
A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Other Places,7,4,4,3
A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",Temple Theft,4,0,0,4
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Sand,193,119,100,93
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Attempt to Commit,10,5,5,5
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of ATM,1,0,1,0
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Communication And Elec. Wire,16,5,8,8
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cattle,44,33,23,21
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cycle,15,0,5,10
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Lorries/Trucks,24,15,11,13
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Buses,2,0,2,0
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Cars / Jeeps,66,29,36,30
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Two Wheelers ,1330,689,661,669
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobies - of Three Wheelers,23,12,16,7
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Accessories of Motor Vehicle,39,18,20,19
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Govt. Vehicle,1,1,0,1
A - IPC Crime,THEFT (Sec.379 to 389 IPC),"Electronic Goods (Radio, TV, VCR, Acs, Office Automation Equipments)",199,190,106,93
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Fire Arms,0,0,0,0
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Explosives,0,0,0,0
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cultural - Idols,1,1,0,1
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cultural - Painting,0,0,0,0
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cultrual - Others,36,13,22,14
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Cash,77,59,30,47
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Jewellery,152,89,62,90
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Other Items Not Included Above,207,102,116,91
A - IPC Crime,THEFT (Sec.379 to 389 IPC),In Running Train,4,2,2,2
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Extortion,24,14,15,9
A - IPC Crime,THEFT (Sec.379 to 389 IPC),House Theft,182,110,93,89
A - IPC Crime,THEFT (Sec.379 to 389 IPC),Servant Theft,54,33,29,25
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Land Dispute,165,98,84,81
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Employee - Govt.,0,0,0,0
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Labour - Private Sector,1,0,1,0
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Labour - Public Sector,0,0,0,0
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Linguistic,0,0,0,0
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Political ,21,0,17,4
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Regional,0,0,0,0
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Sectarian,0,0,0,0
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Students,2,3,0,2
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Tribal,0,0,0,0
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Due to Village Disputes,1,1,1,0
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Communal,2,1,0,2
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Industrial,2,0,1,1
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Caste,0,0,0,0
A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Agrarian,4,4,4,0
A - IPC Crime,"OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC)",NA,0,0,0,0
A - IPC Crime,"OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC",NA,12,5,7,5
A - IPC Crime,CRIMINAL BREACH OF TRUST,NA,63,49,27,36
A - IPC Crime,CHEATING (Sec.417 to 420 IPC),NA,998,567,493,505
A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",NA,1,0,1,0
A - IPC Crime,"Stock Share, Debentrue Certificate",NA,0,0,0,0
A - IPC Crime,Usage of Counterfeit Stamp,NA,0,0,0,0
A - IPC Crime,Of Coins (Sec 231 to 254 IPC),NA,0,0,0,0
A - IPC Crime,Of Stamps (Sec.255 to 263(A) IPC),NA,0,0,0,0
A - IPC Crime,Of Currency Notes And Bank Notes (Sec. 489 (A) to 489 (E) IPC),NA,8,2,5,3
A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Forgery  ,68,13,23,45
A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Organised (Racket),0,0,0,0
A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Forgery of Passport,1,0,1,0
A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Other Forgery,24,9,12,12
A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Acid Attack (326(a)),0,0,0,0
A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Attempt to Acid Attack (326(b)),0,0,0,0
A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Grievous Hurt,154,81,80,74
A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Simple Hurt,2008,1120,1005,1003
A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Custodial,0,0,0,0
A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",NA,0,3,0,0
A - IPC Crime,Attempt to Commit,NA,0,0,0,0
A - IPC Crime,Alcoholic Drink (Liquor),NA,0,0,0,0
A - IPC Crime,Cement & Chemical/Fertiliser,NA,0,0,0,0
A - IPC Crime,Cosmetics,NA,0,0,0,0
A - IPC Crime,Diesel,NA,0,0,0,0
A - IPC Crime,Drug/Medicine,NA,0,0,0,0
A - IPC Crime,Edible Oil,NA,0,0,0,0
A - IPC Crime,Food Grain,NA,0,0,0,0
A - IPC Crime,Kerosene,NA,0,0,0,0
A - IPC Crime,Life Saving Drug,NA,0,0,0,0
A - IPC Crime,Mobile Oil,NA,0,0,0,0
A - IPC Crime,Petrol,NA,0,0,0,0
A - IPC Crime,Petroleum Product,NA,0,0,0,0
A - IPC Crime,Soft Drinks,NA,0,0,0,0
A - IPC Crime,Spices,NA,0,0,0,0
A - IPC Crime,AFFRAY (Sec. 160 IPC ),NA,41,28,16,25
A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",NA,27,14,19,8
A - IPC Crime,Agricultural Produce,NA,14,11,8,6
A - IPC Crime,Attemp to Commit,NA,1,1,1,0
A - IPC Crime,Boat / Ship,NA,0,0,0,0
A - IPC Crime,Dwelling House,NA,4,0,3,1
A - IPC Crime,Educational Institution,NA,0,0,0,0
A - IPC Crime,Govt. Property,NA,3,1,1,2
A - IPC Crime,Industrial Establishment,NA,1,0,0,1
A - IPC Crime,Place of worship,NA,0,0,0,0
A - IPC Crime,Public Place,NA,2,6,0,2
A - IPC Crime,Railway Property,NA,0,0,0,0
A - IPC Crime,Vital Installation,NA,0,0,0,0
A - IPC Crime,Warehouse (Godown),NA,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Attempt To Commit,0,1,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Contractor,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Domestic Servant,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Labourer,1,1,1,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (General),5,1,3,2
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (SC),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (ST),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Manager/Executive (Other Than Public Servant),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)","On Member of Clergy (Christian, Budhist, Jain, Sikh)",0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Member of Legislative Assembly / Council (MLA/MLC),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Member of Parliament (MP),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On other Dignitaries /Public Figures,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Press,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Professional ,1,0,0,1
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Public Servant,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Student,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Teacher,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Women (General),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (SC),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (ST),0,0,0,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),NA,11,8,6,5
A - IPC Crime,Attempt to Commit,NA,0,0,0,0
A - IPC Crime,Caste Issue,NA,1,0,0,1
A - IPC Crime,Communal Issue,NA,3,5,2,1
A - IPC Crime,Linguistic Issue,NA,0,0,0,0
