id,name,district_id,taluk_id,latitude,longitude,geom
493,Unknown Police Station,1,,11.87356,75.370066,POINT(75.370066 11.87356)
494,Unknown Police Station,1,,12.653784,77.200523,POINT(77.200523 12.653784)
495,Unknown Police Station,1,,15.562032,74.010378,POINT(74.010378 15.562032)
496,Unknown Police Station,1,,12.876672,77.600088,POINT(77.600088 12.876672)
497,Unknown Police Station,1,,15.850952,75.120493,POINT(75.120493 15.850952)
498,Unknown Police Station,1,,11.749641,75.485728,POINT(75.485728 11.749641)
499,Unknown Police Station,1,,16.317114,77.698776,POINT(77.698776 16.317114)
500,Unknown Police Station,1,,12.885446,77.671825,POINT(77.671825 12.885446)
501,Unknown Police Station,1,,12.307141,76.664388,POINT(76.664388 12.307141)
502,Unknown Police Station,1,,13.510702,75.097608,POINT(75.097608 13.510702)
503,Unknown Police Station,1,,12.965411,77.510002,POINT(77.510002 12.965411)
504,Upparpet Traffic Police Station,1,,12.974483,77.574834,POINT(77.574834 12.974483)
505,Upparpet Traffic Police Station,1,,12.974519,77.574934,POINT(77.574934 12.974519)
506,Urwa Police Station,1,,12.902239,74.835818,POINT(74.835818 12.902239)
507,Valpoi Police Station,1,,15.531692,74.138836,POINT(74.138836 15.531692)
508,Varthur Police Station,1,,12.938025,77.746933,POINT(77.746933 12.938025)
509,Vidhana Soudha Police Station,1,,12.977373,77.588436,POINT(77.588436 12.977373)
510,Vidyanagar Police Station,1,,15.364605,75.124614,POINT(75.124614 15.364605)
511,Vidyaranyapuram Police Station,1,,12.263648,76.644728,POINT(76.644728 12.263648)
512,Vijapur Naka Police Station,1,,17.638787,75.900167,POINT(75.900167 17.638787)
513,Vijayanagar Police Station,1,,12.970726,77.537725,POINT(77.537725 12.970726)
514,Vijaynagar Traffic Police Station,1,,12.973345,77.541487,POINT(77.541487 12.973345)
515,Vinobanagara Police Station,1,,13.95067,75.559904,POINT(75.559904 13.95067)
516,Vishrambag Police Station,1,,16.849093,74.595588,POINT(74.595588 16.849093)
517,Viveknagar Police Station,1,,12.951868,77.622351,POINT(77.622351 12.951868)
518,Vyali Kaval Police Station,1,,13.001573,77.578628,POINT(77.578628 13.001573)
519,Wathar Police Station,1,,17.885212,74.140184,POINT(74.140184 17.885212)
520,Whitefield Police Station -Office of the Deputy Commisionner,1,,12.975442,77.751139,POINT(77.751139 12.975442)
521,Whitefield Traffic Police Station,1,,12.994247,77.75718,POINT(77.75718 12.994247)
522,Wilson Garden Police Station,1,,12.950184,77.59612,POINT(77.59612 12.950184)
523,Women Ammapet W 2 Police Station,1,,11.659062,78.181859,POINT(78.181859 11.659062)
524,Women Salem Town W 1 Police Station,1,,11.654013,78.160101,POINT(78.160101 11.654013)
525,Women's Police Station,1,,12.929227,77.567851,POINT(77.567851 12.929227)
526,Women's Police Station,1,,13.002778,76.107617,POINT(76.107617 13.002778)
527,Yelahanka Police Station,1,,13.095358,77.59381,POINT(77.59381 13.095358)
528,Yelavala Police Station,1,,12.359572,76.541199,POINT(76.541199 12.359572)
529,Yeshwantpura Police Station,1,,13.017886,77.558418,POINT(77.558418 13.017886)
530,chikkanayakanahalli police station,1,,13.414708,76.621248,POINT(76.621248 13.414708)
531,kodoli police station,1,,16.863507,74.185604,POINT(74.185604 16.863507)
532,payambalam police control room,1,,11.870212,75.353565,POINT(75.353565 11.870212)
533,police aid post,1,,11.625669,75.628809,POINT(75.628809 11.625669)
534,police quaters,1,,15.827848,78.028452,POINT(78.028452 15.827848)
535,"police station, New Mahe",1,,11.732626,75.526779,POINT(75.526779 11.732626)
536,ಜಿಲ್ಲಾ ಸಶಸ್ತ್ರ ಮೀಸಲು ಪಡೆ,1,,12.518443,76.883762,POINT(76.883762 12.518443)
537,Assistant Commissioner of Police Krishnaraja Division,2,,12.292139,76.647594,POINT(76.647594 12.292139)
538,Devaraja Police Station,2,,12.312919,76.649472,POINT(76.649472 12.312919)
539,Lakshmipuram Police Station,2,,12.297635,76.642694,POINT(76.642694 12.297635)
540,Laxmipuram Police Station,2,,12.297647,76.642824,POINT(76.642824 12.297647)
541,Mandi Police Station,2,,12.316341,76.654222,POINT(76.654222 12.316341)
542,Metagalli Police Station,2,,12.347141,76.630433,POINT(76.630433 12.347141)
543,Police Station,2,,12.308414,76.667319,POINT(76.667319 12.308414)
544,Sarasvathipuram Police Station,2,,12.301665,76.623912,POINT(76.623912 12.301665)
545,Udayagiri Police Station,2,,12.32669,76.680945,POINT(76.680945 12.32669)
546,Vontikoppal Police Station,2,,12.326095,76.6327,POINT(76.6327 12.326095)
547,Vitla Police Station,3,,12.763105,75.101214,POINT(75.101214 12.763105)
548,Adugodi Traffic Police Station,5,,12.941567,77.60876,POINT(77.60876 12.941567)
549,Bellanduru Police Station,5,,12.919015,77.667964,POINT(77.667964 12.919015)
550,Bellanduru Traffic Police Station,5,,12.921785,77.661631,POINT(77.661631 12.921785)
551,Bengaluru Police - Konankunte Beat,5,,12.871563,77.576058,POINT(77.576058 12.871563)
552,Bharthinagar Police Station,5,,12.991198,77.612084,POINT(77.612084 12.991198)
553,Chennamanakere Achukattu Police Station,5,,12.930133,77.560604,POINT(77.560604 12.930133)
554,Commercial Street Police Station,5,,12.98257,77.607098,POINT(77.607098 12.98257)
555,DCP Bangalore North Traffic Police,5,,13.018197,77.558167,POINT(77.558167 13.018197)
556,Electronics City Police Station,5,,12.839963,77.663139,POINT(77.663139 12.839963)
557,Electronics City Traffic Police Station,5,,12.839429,77.661459,POINT(77.661459 12.839429)
558,Halasuru Gate Traffic Police Station,5,,12.966542,77.587016,POINT(77.587016 12.966542)
559,KR Puram Police Station,5,,13.008757,77.693293,POINT(77.693293 13.008757)
560,KR Puram Traffic Police Station,5,,13.007872,77.693817,POINT(77.693817 13.007872)
561,Madiwala Traffic Police Station,5,,12.921012,77.62067,POINT(77.62067 12.921012)
562,Rajarajeshwari Nagar Police Station,5,,12.912812,77.520516,POINT(77.520516 12.912812)
563,Sampangi Rama Nagar Police Station,5,,12.963254,77.592064,POINT(77.592064 12.963254)
564,Traffic Police Station,5,,12.972446,77.538668,POINT(77.538668 12.972446)
565,Police Station,6,,16.415039,76.929181,POINT(76.929181 16.415039)
566,Madikeri Town Police Station,7,,12.420969,75.740446,POINT(75.740446 12.420969)
567,Basaralu Police Station,8,,12.705736,76.817299,POINT(76.817299 12.705736)
568,Belakavadi Police Station,8,,12.256518,77.122484,POINT(77.122484 12.256518)
569,Bellur Police Station,8,,12.981437,76.735749,POINT(76.735749 12.981437)
570,K M Doddi Police Station,8,,12.489243,77.035245,POINT(77.035245 12.489243)
571,Mandya rural police station,8,,12.519357,76.884689,POINT(76.884689 12.519357)
572,Police Station Mandya West,8,,12.527029,76.890765,POINT(76.890765 12.527029)
573,Tumkur Rural Police Station,9,,13.34235,77.106034,POINT(77.106034 13.34235)
574,Haveri Police Station,10,,14.792953,75.396514,POINT(75.396514 14.792953)
575,Bellary Rural Police Station,12,,15.144562,76.925315,POINT(76.925315 15.144562)
576,Nehru Colony Outpost,12,,15.15259,76.942721,POINT(76.942721 15.15259)
577,Police Station,12,,15.138093,76.925086,POINT(76.925086 15.138093)
578,Police station,12,,15.193851,76.666998,POINT(76.666998 15.193851)
579,New Police Station,14,,15.018366,75.93445,POINT(75.93445 15.018366)
580,Vijayanagara Police Station,14,,12.33681,76.601646,POINT(76.601646 12.33681)
581,Vijayanagara Traffic Police Station,14,,12.960648,77.54082,POINT(77.54082 12.960648)
582,Vijayapura Police Station,15,,13.294477,77.80267,POINT(77.80267 13.294477)
583,Yadgir Urban Police Station,16,,16.771593,77.137887,POINT(77.137887 16.771593)
584,Dharwad Rural Police Station,19,,15.471961,74.98935,POINT(74.98935 15.471961)
585,Dharwad Town Police Station,19,,15.459427,75.011625,POINT(75.011625 15.459427)
586,Davanagere Traffic Police Station,22,,14.460481,75.931025,POINT(75.931025 14.460481)
587,K.T.J Nagar Police Station,22,,14.454097,75.924677,POINT(75.924677 14.454097)
588,Bagalkot Police station,23,,16.181251,75.691798,POINT(75.691798 16.181251)
589,Dudda Police Station,24,,13.086133,76.20476,POINT(76.20476 13.086133)
590,Extension Police Station,24,,13.006974,76.113668,POINT(76.113668 13.006974)
591,Police Office Complex,24,,13.002829,76.100821,POINT(76.100821 13.002829)
592,"Superintendent of Police, Hassan",24,,13.005751,76.101879,POINT(76.101879 13.005751)
593,APMC Police Station,27,,15.88394,74.508656,POINT(74.508656 15.88394)
594,Belgaum Rural Police Station,27,,15.832656,74.512293,POINT(74.512293 15.832656)
595,Bescom Vilagence Police Station,27,,15.885045,74.525456,POINT(74.525456 15.885045)
596,Camp Police Station,27,,15.854833,74.504201,POINT(74.504201 15.854833)
597,Khade Bazar Police Station,27,,15.857455,74.513717,POINT(74.513717 15.857455)
598,Marihal Police Station,27,,15.881449,74.66416,POINT(74.66416 15.881449)
599,Nangad Police Station,27,,15.576141,74.56934,POINT(74.56934 15.576141)
600,Police Station,27,,15.839624,74.509642,POINT(74.509642 15.839624)
601,Police Station Ghatpradha,27,,16.169187,74.82135,POINT(74.82135 16.169187)
602,Police Station Mudalagi,27,,16.33741,74.964136,POINT(74.964136 16.33741)
603,Police Station Ramadurg,27,,15.949259,75.294799,POINT(75.294799 15.949259)
604,Tilakwadi Police Station,27,,15.835939,74.501521,POINT(74.501521 15.835939)
605,Udyambag Police Station,27,,15.814975,74.491224,POINT(74.491224 15.814975)
606,Ramanagara Prison,29,,12.733433,77.296889,POINT(77.296889 12.733433)
607,Kota Police Station,33,,13.527907,74.704565,POINT(74.704565 13.527907)
608,Traffic Police Station Udupi,33,,13.332192,74.748124,POINT(74.748124 13.332192)
609,Udupi Town Police Station,33,,13.330702,74.748188,POINT(74.748188 13.330702)
610,Udupi checkpost,33,,13.939847,74.595848,POINT(74.595848 13.939847)
