id,name,district_id,taluk_id,latitude,longitude,geom
464,Unknown Police Station,1,,15.351807,76.154131,POINT(76.154131 15.351807)
465,Unknown Police Station,1,,15.429617,75.632844,POINT(75.632844 15.429617)
466,Unknown Police Station,1,,12.097529,76.555826,POINT(76.555826 12.097529)
467,Unknown Police Station,1,,13.938609,75.576023,POINT(75.576023 13.938609)
468,Unknown Police Station,1,,14.469202,75.918724,POINT(75.918724 14.469202)
469,Unknown Police Station,1,,12.274637,76.670618,POINT(76.670618 12.274637)
470,Unknown Police Station,1,,14.220252,74.798918,POINT(74.798918 14.220252)
471,Unknown Police Station,1,,12.908174,77.636833,POINT(77.636833 12.908174)
472,Unknown Police Station,1,,11.926495,76.937979,POINT(76.937979 11.926495)
473,Unknown Police Station,1,,12.38916,75.534226,POINT(75.534226 12.38916)
474,Unknown Police Station,1,,17.803766,77.627186,POINT(77.627186 17.803766)
475,Unknown Police Station,1,,17.538839,77.766058,POINT(77.766058 17.538839)
476,Unknown Police Station,1,,18.077403,76.592733,POINT(76.592733 18.077403)
477,Unknown Police Station,1,,14.56054,77.856296,POINT(77.856296 14.56054)
478,Unknown Police Station,1,,14.026573,74.529555,POINT(74.529555 14.026573)
479,Unknown Police Station,1,,12.484508,75.956524,POINT(75.956524 12.484508)
480,Unknown Police Station,1,,14.612622,74.839468,POINT(74.839468 14.612622)
481,Unknown Police Station,1,,13.380651,74.672541,POINT(74.672541 13.380651)
482,Unknown Police Station,1,,13.074719,77.633371,POINT(77.633371 13.074719)
483,Unknown Police Station,1,,13.232959,75.359107,POINT(75.359107 13.232959)
484,Unknown Police Station,1,,15.478317,77.386837,POINT(77.386837 15.478317)
485,Unknown Police Station,1,,14.544011,74.32154,POINT(74.32154 14.544011)
486,Unknown Police Station,1,,12.278143,76.883256,POINT(76.883256 12.278143)
487,Unknown Police Station,1,,12.189088,78.126426,POINT(78.126426 12.189088)
488,Unknown Police Station,1,,15.350655,75.13933,POINT(75.13933 15.350655)
489,Unknown Police Station,1,,16.762771,77.132476,POINT(77.132476 16.762771)
490,Unknown Police Station,1,,13.339585,75.771282,POINT(75.771282 13.339585)
491,Unknown Police Station,1,,13.340073,75.772796,POINT(75.772796 13.340073)
492,Unknown Police Station,1,,12.26362,76.644809,POINT(76.644809 12.26362)
493,Unknown Police Station,1,,11.87356,75.370066,POINT(75.370066 11.87356)
494,Unknown Police Station,1,,12.653784,77.200523,POINT(77.200523 12.653784)
495,Unknown Police Station,1,,15.562032,74.010378,POINT(74.010378 15.562032)
496,Unknown Police Station,1,,12.876672,77.600088,POINT(77.600088 12.876672)
497,Unknown Police Station,1,,15.850952,75.120493,POINT(75.120493 15.850952)
498,Unknown Police Station,1,,11.749641,75.485728,POINT(75.485728 11.749641)
499,Unknown Police Station,1,,16.317114,77.698776,POINT(77.698776 16.317114)
500,Unknown Police Station,1,,12.885446,77.671825,POINT(77.671825 12.885446)
501,Unknown Police Station,1,,12.307141,76.664388,POINT(76.664388 12.307141)
502,Unknown Police Station,1,,13.510702,75.097608,POINT(75.097608 13.510702)
503,Unknown Police Station,1,,12.965411,77.510002,POINT(77.510002 12.965411)
504,Upparpet Traffic Police Station,1,,12.974483,77.574834,POINT(77.574834 12.974483)
505,Upparpet Traffic Police Station,1,,12.974519,77.574934,POINT(77.574934 12.974519)
506,Urwa Police Station,1,,12.902239,74.835818,POINT(74.835818 12.902239)
507,Valpoi Police Station,1,,15.531692,74.138836,POINT(74.138836 15.531692)
508,Varthur Police Station,1,,12.938025,77.746933,POINT(77.746933 12.938025)
509,Vidhana Soudha Police Station,1,,12.977373,77.588436,POINT(77.588436 12.977373)
510,Vidyanagar Police Station,1,,15.364605,75.124614,POINT(75.124614 15.364605)
511,Vidyaranyapuram Police Station,1,,12.263648,76.644728,POINT(76.644728 12.263648)
512,Vijapur Naka Police Station,1,,17.638787,75.900167,POINT(75.900167 17.638787)
513,Vijayanagar Police Station,1,,12.970726,77.537725,POINT(77.537725 12.970726)
514,Vijaynagar Traffic Police Station,1,,12.973345,77.541487,POINT(77.541487 12.973345)
515,Vinobanagara Police Station,1,,13.95067,75.559904,POINT(75.559904 13.95067)
516,Vishrambag Police Station,1,,16.849093,74.595588,POINT(74.595588 16.849093)
517,Viveknagar Police Station,1,,12.951868,77.622351,POINT(77.622351 12.951868)
518,Vyali Kaval Police Station,1,,13.001573,77.578628,POINT(77.578628 13.001573)
519,Wathar Police Station,1,,17.885212,74.140184,POINT(74.140184 17.885212)
520,Whitefield Police Station -Office of the Deputy Commisionner,1,,12.975442,77.751139,POINT(77.751139 12.975442)
521,Whitefield Traffic Police Station,1,,12.994247,77.75718,POINT(77.75718 12.994247)
522,Wilson Garden Police Station,1,,12.950184,77.59612,POINT(77.59612 12.950184)
523,Women Ammapet W 2 Police Station,1,,11.659062,78.181859,POINT(78.181859 11.659062)
524,Women Salem Town W 1 Police Station,1,,11.654013,78.160101,POINT(78.160101 11.654013)
525,Women's Police Station,1,,12.929227,77.567851,POINT(77.567851 12.929227)
526,Women's Police Station,1,,13.002778,76.107617,POINT(76.107617 13.002778)
527,Yelahanka Police Station,1,,13.095358,77.59381,POINT(77.59381 13.095358)
528,Yelavala Police Station,1,,12.359572,76.541199,POINT(76.541199 12.359572)
529,Yeshwantpura Police Station,1,,13.017886,77.558418,POINT(77.558418 13.017886)
530,chikkanayakanahalli police station,1,,13.414708,76.621248,POINT(76.621248 13.414708)
531,kodoli police station,1,,16.863507,74.185604,POINT(74.185604 16.863507)
532,payambalam police control room,1,,11.870212,75.353565,POINT(75.353565 11.870212)
533,police aid post,1,,11.625669,75.628809,POINT(75.628809 11.625669)
534,police quaters,1,,15.827848,78.028452,POINT(78.028452 15.827848)
535,"police station, New Mahe",1,,11.732626,75.526779,POINT(75.526779 11.732626)
536,ಜಿಲ್ಲಾ ಸಶಸ್ತ್ರ ಮೀಸಲು ಪಡೆ,1,,12.518443,76.883762,POINT(76.883762 12.518443)
537,Assistant Commissioner of Police Krishnaraja Division,2,,12.292139,76.647594,POINT(76.647594 12.292139)
538,Devaraja Police Station,2,,12.312919,76.649472,POINT(76.649472 12.312919)
539,Lakshmipuram Police Station,2,,12.297635,76.642694,POINT(76.642694 12.297635)
540,Laxmipuram Police Station,2,,12.297647,76.642824,POINT(76.642824 12.297647)
541,Mandi Police Station,2,,12.316341,76.654222,POINT(76.654222 12.316341)
542,Metagalli Police Station,2,,12.347141,76.630433,POINT(76.630433 12.347141)
543,Police Station,2,,12.308414,76.667319,POINT(76.667319 12.308414)
544,Sarasvathipuram Police Station,2,,12.301665,76.623912,POINT(76.623912 12.301665)
545,Udayagiri Police Station,2,,12.32669,76.680945,POINT(76.680945 12.32669)
546,Vontikoppal Police Station,2,,12.326095,76.6327,POINT(76.6327 12.326095)
547,Vitla Police Station,3,,12.763105,75.101214,POINT(75.101214 12.763105)
548,Adugodi Traffic Police Station,5,,12.941567,77.60876,POINT(77.60876 12.941567)
549,Bellanduru Police Station,5,,12.919015,77.667964,POINT(77.667964 12.919015)
550,Bellanduru Traffic Police Station,5,,12.921785,77.661631,POINT(77.661631 12.921785)
551,Bengaluru Police - Konankunte Beat,5,,12.871563,77.576058,POINT(77.576058 12.871563)
552,Bharthinagar Police Station,5,,12.991198,77.612084,POINT(77.612084 12.991198)
553,Chennamanakere Achukattu Police Station,5,,12.930133,77.560604,POINT(77.560604 12.930133)
554,Commercial Street Police Station,5,,12.98257,77.607098,POINT(77.607098 12.98257)
555,DCP Bangalore North Traffic Police,5,,13.018197,77.558167,POINT(77.558167 13.018197)
556,Electronics City Police Station,5,,12.839963,77.663139,POINT(77.663139 12.839963)
557,Electronics City Traffic Police Station,5,,12.839429,77.661459,POINT(77.661459 12.839429)
558,Halasuru Gate Traffic Police Station,5,,12.966542,77.587016,POINT(77.587016 12.966542)
559,KR Puram Police Station,5,,13.008757,77.693293,POINT(77.693293 13.008757)
560,KR Puram Traffic Police Station,5,,13.007872,77.693817,POINT(77.693817 13.007872)
561,Madiwala Traffic Police Station,5,,12.921012,77.62067,POINT(77.62067 12.921012)
562,Rajarajeshwari Nagar Police Station,5,,12.912812,77.520516,POINT(77.520516 12.912812)
563,Sampangi Rama Nagar Police Station,5,,12.963254,77.592064,POINT(77.592064 12.963254)
564,Traffic Police Station,5,,12.972446,77.538668,POINT(77.538668 12.972446)
565,Police Station,6,,16.415039,76.929181,POINT(76.929181 16.415039)
566,Madikeri Town Police Station,7,,12.420969,75.740446,POINT(75.740446 12.420969)
567,Basaralu Police Station,8,,12.705736,76.817299,POINT(76.817299 12.705736)
568,Belakavadi Police Station,8,,12.256518,77.122484,POINT(77.122484 12.256518)
569,Bellur Police Station,8,,12.981437,76.735749,POINT(76.735749 12.981437)
570,K M Doddi Police Station,8,,12.489243,77.035245,POINT(77.035245 12.489243)
571,Mandya rural police station,8,,12.519357,76.884689,POINT(76.884689 12.519357)
572,Police Station Mandya West,8,,12.527029,76.890765,POINT(76.890765 12.527029)
573,Tumkur Rural Police Station,9,,13.34235,77.106034,POINT(77.106034 13.34235)
574,Haveri Police Station,10,,14.792953,75.396514,POINT(75.396514 14.792953)
575,Bellary Rural Police Station,12,,15.144562,76.925315,POINT(76.925315 15.144562)
576,Nehru Colony Outpost,12,,15.15259,76.942721,POINT(76.942721 15.15259)
577,Police Station,12,,15.138093,76.925086,POINT(76.925086 15.138093)
578,Police station,12,,15.193851,76.666998,POINT(76.666998 15.193851)
579,New Police Station,14,,15.018366,75.93445,POINT(75.93445 15.018366)
580,Vijayanagara Police Station,14,,12.33681,76.601646,POINT(76.601646 12.33681)
581,Vijayanagara Traffic Police Station,14,,12.960648,77.54082,POINT(77.54082 12.960648)
582,Vijayapura Police Station,15,,13.294477,77.80267,POINT(77.80267 13.294477)
583,Yadgir Urban Police Station,16,,16.771593,77.137887,POINT(77.137887 16.771593)
584,Dharwad Rural Police Station,19,,15.471961,74.98935,POINT(74.98935 15.471961)
585,Dharwad Town Police Station,19,,15.459427,75.011625,POINT(75.011625 15.459427)
586,Davanagere Traffic Police Station,22,,14.460481,75.931025,POINT(75.931025 14.460481)
587,K.T.J Nagar Police Station,22,,14.454097,75.924677,POINT(75.924677 14.454097)
588,Bagalkot Police station,23,,16.181251,75.691798,POINT(75.691798 16.181251)
589,Dudda Police Station,24,,13.086133,76.20476,POINT(76.20476 13.086133)
590,Extension Police Station,24,,13.006974,76.113668,POINT(76.113668 13.006974)
591,Police Office Complex,24,,13.002829,76.100821,POINT(76.100821 13.002829)
592,"Superintendent of Police, Hassan",24,,13.005751,76.101879,POINT(76.101879 13.005751)
593,APMC Police Station,27,,15.88394,74.508656,POINT(74.508656 15.88394)
594,Belgaum Rural Police Station,27,,15.832656,74.512293,POINT(74.512293 15.832656)
595,Bescom Vilagence Police Station,27,,15.885045,74.525456,POINT(74.525456 15.885045)
596,Camp Police Station,27,,15.854833,74.504201,POINT(74.504201 15.854833)
597,Khade Bazar Police Station,27,,15.857455,74.513717,POINT(74.513717 15.857455)
598,Marihal Police Station,27,,15.881449,74.66416,POINT(74.66416 15.881449)
599,Nangad Police Station,27,,15.576141,74.56934,POINT(74.56934 15.576141)
600,Police Station,27,,15.839624,74.509642,POINT(74.509642 15.839624)
601,Police Station Ghatpradha,27,,16.169187,74.82135,POINT(74.82135 16.169187)
602,Police Station Mudalagi,27,,16.33741,74.964136,POINT(74.964136 16.33741)
603,Police Station Ramadurg,27,,15.949259,75.294799,POINT(75.294799 15.949259)
604,Tilakwadi Police Station,27,,15.835939,74.501521,POINT(74.501521 15.835939)
605,Udyambag Police Station,27,,15.814975,74.491224,POINT(74.491224 15.814975)
606,Ramanagara Prison,29,,12.733433,77.296889,POINT(77.296889 12.733433)
607,Kota Police Station,33,,13.527907,74.704565,POINT(74.704565 13.527907)
608,Traffic Police Station Udupi,33,,13.332192,74.748124,POINT(74.748124 13.332192)
609,Udupi Town Police Station,33,,13.330702,74.748188,POINT(74.748188 13.330702)
610,Udupi checkpost,33,,13.939847,74.595848,POINT(74.595848 13.939847)
611,Rural Police Station Unit 1,3,,12.850531,75.165308,POINT(75.165308 12.850531)
612,Rural Police Station Unit 2,14,,15.041893,75.846817,POINT(75.846817 15.041893)
613,Rural Police Station Unit 3,29,,12.632078,77.280013,POINT(77.280013 12.632078)
614,Rural Police Station Unit 4,2,,12.255041,76.47398,POINT(76.47398 12.255041)
615,Rural Police Station Unit 5,14,,12.295922,76.682282,POINT(76.682282 12.295922)
616,Rural Police Station Unit 6,22,,14.31492,75.980443,POINT(75.980443 14.31492)
617,Rural Police Station Unit 7,23,,16.228534,75.746527,POINT(75.746527 16.228534)
618,Rural Police Station Unit 8,19,,15.36473,74.895714,POINT(74.895714 15.36473)
619,Rural Police Station Unit 9,5,,12.851166,77.555448,POINT(77.555448 12.851166)
620,Rural Police Station Unit 10,22,,14.367493,75.913774,POINT(75.913774 14.367493)
621,Rural Police Station Unit 11,12,,15.068867,76.677575,POINT(76.677575 15.068867)
622,Rural Police Station Unit 12,5,,12.919466,77.414102,POINT(77.414102 12.919466)
623,Rural Police Station Unit 13,23,,16.168929,75.772517,POINT(75.772517 16.168929)
624,Rural Police Station Unit 14,19,,15.334214,75.070552,POINT(75.070552 15.334214)
625,Rural Police Station Unit 15,7,,12.309783,75.874049,POINT(75.874049 12.309783)
626,Rural Police Station Unit 16,29,,12.80208,77.317658,POINT(77.317658 12.80208)
627,Rural Police Station Unit 17,29,,12.623488,77.186259,POINT(77.186259 12.623488)
628,Rural Police Station Unit 18,9,,13.338816,77.134018,POINT(77.134018 13.338816)
629,Rural Police Station Unit 19,8,,12.139614,76.94347,POINT(76.94347 12.139614)
630,Rural Police Station Unit 20,5,,12.832685,77.758619,POINT(77.758619 12.832685)
631,Rural Police Station Unit 21,24,,12.864355,76.007415,POINT(76.007415 12.864355)
632,Rural Police Station Unit 22,29,,12.677594,77.428815,POINT(77.428815 12.677594)
633,Rural Police Station Unit 23,6,,16.38019,77.036689,POINT(77.036689 16.38019)
634,Rural Police Station Unit 24,7,,12.550942,75.70653,POINT(75.70653 12.550942)
635,Rural Police Station Unit 25,15,,13.2913,77.84627,POINT(77.84627 13.2913)
636,Rural Police Station Unit 26,10,,14.69652,75.382113,POINT(75.382113 14.69652)
637,Rural Police Station Unit 27,33,,13.878724,74.658391,POINT(74.658391 13.878724)
638,Rural Police Station Unit 28,22,,14.41118,76.042864,POINT(76.042864 14.41118)
639,Rural Police Station Unit 29,19,,15.371958,75.135823,POINT(75.135823 15.371958)
640,Rural Police Station Unit 30,29,,12.82583,77.410242,POINT(77.410242 12.82583)
641,Rural Police Station Unit 31,3,,12.707603,75.003047,POINT(75.003047 12.707603)
642,Rural Police Station Unit 32,5,,12.997299,77.628122,POINT(77.628122 12.997299)
643,Rural Police Station Unit 33,10,,14.647646,75.542887,POINT(75.542887 14.647646)
644,Rural Police Station Unit 34,8,,12.845004,76.940829,POINT(76.940829 12.845004)
645,Rural Police Station Unit 35,5,,13.065424,77.616265,POINT(77.616265 13.065424)
646,Rural Police Station Unit 36,12,,15.098357,76.809299,POINT(76.809299 15.098357)
647,Rural Police Station Unit 37,33,,13.365889,74.653475,POINT(74.653475 13.365889)
648,Rural Police Station Unit 38,9,,13.470611,77.126283,POINT(77.126283 13.470611)
649,Rural Police Station Unit 39,24,,12.97688,76.019881,POINT(76.019881 12.97688)
650,Rural Police Station Unit 40,10,,14.861464,75.482312,POINT(75.482312 14.861464)
651,Rural Police Station Unit 41,2,,12.156702,76.493515,POINT(76.493515 12.156702)
652,Rural Police Station Unit 42,7,,12.345267,75.613226,POINT(75.613226 12.345267)
653,Rural Police Station Unit 43,3,,12.701832,75.049415,POINT(75.049415 12.701832)
654,Rural Police Station Unit 44,14,,12.224252,76.592731,POINT(76.592731 12.224252)
655,Rural Police Station Unit 45,23,,16.263457,75.580212,POINT(75.580212 16.263457)
656,Rural Police Station Unit 46,15,,13.223289,77.785753,POINT(77.785753 13.223289)
657,Rural Police Station Unit 47,1,,17.651611,77.508742,POINT(77.508742 17.651611)
658,Rural Police Station Unit 48,22,,14.422501,76.049873,POINT(76.049873 14.422501)
659,Rural Police Station Unit 49,3,,12.728801,75.162131,POINT(75.162131 12.728801)
660,Rural Police Station Unit 50,19,,15.467034,75.016562,POINT(75.016562 15.467034)
661,Rural Police Station Unit 51,16,,16.699625,77.284916,POINT(77.284916 16.699625)
662,Rural Police Station Unit 52,8,,12.479117,76.805914,POINT(76.805914 12.479117)
663,Rural Police Station Unit 53,6,,16.410547,76.830954,POINT(76.830954 16.410547)
664,Rural Police Station Unit 54,15,,13.428098,77.688185,POINT(77.688185 13.428098)
665,Rural Police Station Unit 55,19,,15.552634,74.908532,POINT(74.908532 15.552634)
666,Rural Police Station Unit 56,8,,12.490006,76.860731,POINT(76.860731 12.490006)
667,Rural Police Station Unit 57,1,,11.955713,77.575308,POINT(77.575308 11.955713)
668,Rural Police Station Unit 58,9,,13.192598,77.031437,POINT(77.031437 13.192598)
669,Rural Police Station Unit 59,19,,15.485038,74.974451,POINT(74.974451 15.485038)
670,Rural Police Station Unit 60,3,,12.647271,75.017072,POINT(75.017072 12.647271)
671,Rural Police Station Unit 61,23,,16.306267,75.806388,POINT(75.806388 16.306267)
672,Rural Police Station Unit 62,8,,12.280224,76.770484,POINT(76.770484 12.280224)
673,Rural Police Station Unit 63,24,,12.913952,76.195819,POINT(76.195819 12.913952)
674,Rural Police Station Unit 64,10,,14.839315,75.4025,POINT(75.4025 14.839315)
675,Rural Police Station Unit 65,16,,16.872642,77.175791,POINT(77.175791 16.872642)
676,Rural Police Station Unit 66,2,,12.214282,76.623869,POINT(76.623869 12.214282)
677,Rural Police Station Unit 67,15,,13.3274,77.895942,POINT(77.895942 13.3274)
678,Rural Police Station Unit 68,29,,12.855697,77.383278,POINT(77.383278 12.855697)
679,Rural Police Station Unit 69,15,,13.231239,77.893845,POINT(77.893845 13.231239)
680,Rural Police Station Unit 70,2,,12.263487,76.528237,POINT(76.528237 12.263487)
681,Rural Police Station Unit 71,24,,13.133844,75.957391,POINT(75.957391 13.133844)
682,Rural Police Station Unit 72,16,,16.752327,77.160724,POINT(77.160724 16.752327)
683,Rural Police Station Unit 73,33,,13.462106,74.569713,POINT(74.569713 13.462106)
684,Rural Police Station Unit 74,12,,15.068931,76.831346,POINT(76.831346 15.068931)
685,Rural Police Station Unit 75,33,,13.841015,74.839013,POINT(74.839013 13.841015)
686,Rural Police Station Unit 76,16,,16.846508,77.230756,POINT(77.230756 16.846508)
687,Rural Police Station Unit 77,1,,13.083195,78.102491,POINT(78.102491 13.083195)
688,Rural Police Station Unit 78,29,,12.757833,77.342076,POINT(77.342076 12.757833)
689,Rural Police Station Unit 79,6,,16.482655,76.996786,POINT(76.996786 16.482655)
690,Rural Police Station Unit 80,1,,13.08791,75.242182,POINT(75.242182 13.08791)
691,Rural Police Station Unit 81,29,,12.845616,77.442069,POINT(77.442069 12.845616)
692,Rural Police Station Unit 82,6,,16.386815,76.901167,POINT(76.901167 16.386815)
693,Rural Police Station Unit 83,5,,12.967008,77.598235,POINT(77.598235 12.967008)
694,Rural Police Station Unit 84,23,,16.209496,75.557551,POINT(75.557551 16.209496)
695,Rural Police Station Unit 85,14,,15.164402,76.474037,POINT(76.474037 15.164402)
696,Rural Police Station Unit 86,8,,12.607903,76.897631,POINT(76.897631 12.607903)
697,Rural Police Station Unit 87,27,,16.091803,75.180248,POINT(75.180248 16.091803)
698,Rural Police Station Unit 88,2,,12.397852,76.745947,POINT(76.745947 12.397852)
699,Rural Police Station Unit 89,10,,14.766694,75.313985,POINT(75.313985 14.766694)
700,Rural Police Station Unit 90,8,,12.585963,76.790187,POINT(76.790187 12.585963)
701,Rural Police Station Unit 91,8,,12.647836,76.745683,POINT(76.745683 12.647836)
702,Rural Police Station Unit 92,23,,16.0594,75.676295,POINT(75.676295 16.0594)
703,Rural Police Station Unit 93,14,,12.938978,76.531188,POINT(76.531188 12.938978)
704,Rural Police Station Unit 94,6,,16.424785,76.7977,POINT(76.7977 16.424785)
705,Rural Police Station Unit 95,23,,16.109909,75.803963,POINT(75.803963 16.109909)
706,Rural Police Station Unit 96,6,,16.293181,76.932677,POINT(76.932677 16.293181)
707,Rural Police Station Unit 97,12,,15.230866,76.995353,POINT(76.995353 15.230866)
708,Rural Police Station Unit 98,29,,12.88107,77.164795,POINT(77.164795 12.88107)
709,Rural Police Station Unit 99,14,,12.92924,75.932294,POINT(75.932294 12.92924)
710,Rural Police Station Unit 100,12,,15.000797,76.629142,POINT(76.629142 15.000797)
711,Rural Police Station Unit 101,1,,12.892978,76.486705,POINT(76.486705 12.892978)
712,Rural Police Station Unit 102,23,,16.22393,75.714799,POINT(75.714799 16.22393)
713,Rural Police Station Unit 103,12,,15.007975,76.896776,POINT(76.896776 15.007975)
714,Rural Police Station Unit 104,8,,12.688413,76.752094,POINT(76.752094 12.688413)
715,Rural Police Station Unit 105,12,,15.041492,76.90544,POINT(76.90544 15.041492)
716,Rural Police Station Unit 106,9,,13.457911,77.065719,POINT(77.065719 13.457911)
717,Rural Police Station Unit 107,23,,16.092612,75.619756,POINT(75.619756 16.092612)
